0;0;1.0
0;201;0.0032378916563019
1;1;1.0
1;37;-14.71034758290052
2;2;1.0
2;810;-1.026
3;3;1.0
3;194;-0.95
4;3;-0.25082
4;4;1.0
4;585;-0.547928332840915
4;646;-0.326
4;842;-0.16107
5;5;1.0
5;179;-0.00083
5;604;-3.34
6;6;1.0
6;121;-180.0
6;233;-1180.0
6;311;-0.59361
6;322;-0.017635739015048158
6;348;-1320.0
6;578;-1000.0
6;674;-1300.0
7;7;1.0
7;737;-8.189734418612424e-06
8;8;1.0
9;9;1.0
10;10;1.0
10;377;-1.849971861583567e-07
10;552;-1.6353033232434125e-07
10;610;-1.6677504241070746e-07
10;767;-1.7895140667649304e-07
11;11;1.0
11;373;-122.4
12;12;1.0
12;620;-0.00152
12;973;-0.001
13;13;1.0
14;14;1.0
14;84;-0.007440000000000001
15;15;1.0
16;16;1.0
17;17;1.0
17;242;-0.95
18;18;1.0
19;19;1.0
19;72;-0.09676799999999994
20;20;1.0
20;799;-0.00262508454019263
21;21;1.0
22;22;1.0
23;23;1.0
24;24;1.0
24;25;-0.256774157292025
25;25;1.0
26;26;1.0
27;27;1.0
27;82;-0.0005529
27;377;-5.549865371085275e-07
27;552;-4.905865582798929e-07
27;610;-5.003206004680376e-07
27;767;-5.368493627631341e-07
28;12;-4.22e-06
28;28;1.0
28;130;-4.227972264501945e-09
29;29;1.0
30;30;1.0
30;59;-0.11309544
30;84;-0.09528408000000001
30;212;-0.05970600000000001
30;388;-0.09552216000000001
31;31;1.0
31;405;-9.339599999999999
32;32;1.0
33;33;1.0
34;34;1.0
34;630;-1.0
35;35;1.0
36;36;1.0
36;49;-0.155
36;82;-0.01
36;322;-0.188
36;345;-11.0
36;531;-0.021846
36;554;-0.1705
36;829;-4800.0
36;866;-80.0
37;37;1.0
37;330;-1.9992012779552717
38;38;1.0
38;939;-0.02769189189189189
39;29;-0.3
39;39;1.0
39;82;-0.15
39;243;-0.05957983193277311
39;302;-0.4593655913978495
39;322;-0.7356
39;345;-1.0
39;430;-0.8
39;531;-0.01304
39;572;-499.0
39;769;-0.1571
39;807;-0.6
39;866;-50.0
39;919;-1.0
40;40;1.0
40;938;-1.0
41;41;1.0
42;7;-5.0
42;42;1.0
43;43;1.0
43;674;-7.0
44;44;1.0
45;45;1.0
45;448;-1.8388
45;574;-35.1616
46;46;1.0
46;69;6.89e-07
46;86;6.89e-07
46;160;6.89e-07
46;167;6.89e-07
46;196;6.89e-07
46;342;-0.007398
46;522;-0.007398
46;603;6.89e-07
46;618;6.89e-07
46;642;6.89e-07
46;764;6.89e-07
46;784;-0.012439
46;814;6.89e-07
46;863;-0.012439
46;899;6.89e-07
47;47;1.0
47;892;-0.0001765536723163842
48;48;1.0
48;571;-1.02
49;49;1.0
50;50;1.0
50;663;-1.0
51;51;1.0
51;156;-1.0
51;505;-0.03952941176470588
51;712;-0.09057971014492752
51;909;-1.0
52;52;1.0
53;53;1.0
53;270;-0.0001878908128908129
54;54;1.0
54;270;-0.2405002405002405
55;55;1.0
55;673;-1.0
56;56;1.0
56;274;-0.000227
57;57;1.0
57;156;-0.32
57;259;-0.0013
57;322;-0.016385204793981104
57;470;-0.5
57;531;-0.18544
57;788;-0.0013
57;904;-0.0307
57;935;-77.31237367774793
57;936;-0.0013
57;971;-0.0013
58;58;1.0
59;59;1.0
59;167;-1.00057
60;60;1.0
61;61;1.0
61;377;0.01084676955722356
61;610;0.004903063732112151
62;62;1.0
62;274;-0.0062
63;63;1.0
63;392;-0.016
64;64;1.0
64;868;-274.0
64;904;-0.01956
65;65;1.0
65;74;-1.3688320452015703
65;97;-1.8926840673253715
65;246;-3.1408194342333
65;934;-2.871255614620274
66;66;1.0
66;572;210000.0
67;67;1.0
67;604;-3.0
67;664;-0.000653640049533347
67;869;-0.000508148594987174
68;68;1.0
68;312;-0.35088
68;385;-0.015286949542121205
68;592;-0.0198675496688742
68;712;-0.05314009661835748
68;935;-46.38742420664875
69;69;1.0
70;70;1.0
70;200;-0.032859232
70;286;-0.002774475
70;418;-0.002774475
70;585;-0.032859232
70;646;-0.032859232
70;842;-0.032859232
70;950;-0.032859232
71;50;-0.0011043437520915599
71;71;1.0
71;299;-0.001345476256548685
72;72;1.0
73;73;1.0
74;74;1.0
74;918;-1.02
75;75;1.0
75;274;-0.000555
76;76;1.0
76;260;-1800000.0
77;77;1.0
77;387;-0.2631970260223048
78;59;-0.15996000000000002
78;78;1.0
78;84;-0.15996000000000002
78;159;-0.0104257
78;319;-0.1608
78;388;-0.15996000000000002
78;395;-0.0035
78;448;-0.0183
78;469;-0.0035
78;574;-0.1608
78;582;-0.039
78;587;-0.20099999999999998
78;749;-0.1716
78;928;-0.32964
78;939;-0.0029
79;79;1.0
79;143;-1.09529e-07
80;80;1.0
80;630;-80000.0
81;81;1.0
82;82;1.0
83;83;1.0
83;604;-0.06
84;84;1.0
84;814;-1.00057
85;85;1.0
86;86;1.0
87;87;1.0
87;143;-1.09529e-07
88;88;1.0
88;260;-42840.0
88;274;-0.225
89;89;1.0
89;904;-4.80849640408095e-06
90;90;1.0
90;95;-0.00154437743655919
90;664;-0.0110994524930319
90;869;-0.00117812433280683
91;91;1.0
91;112;-1.0
92;92;1.0
92;156;-7.7e-11
92;515;-1.5e-10
92;909;-1.5e-10
93;8;-1.93
93;29;-2.277
93;32;-0.4598
93;82;-0.645
93;93;1.0
93;110;-0.10080536912751678
93;322;-2.829
93;342;-1.8926840673253715
93;363;-0.4239
93;522;-2.871255614620274
93;531;-0.595374
93;784;-3.1408194342333
93;863;-1.3688320452015703
93;904;-1.33
93;919;-6.25
94;94;1.0
94;95;-0.00135157812041046
94;604;-0.0148
95;95;1.0
96;96;1.0
96;322;-0.0005050234354309246
97;97;1.0
97;643;-1.02
98;98;1.0
98;201;-0.144590178265634
99;99;1.0
100;100;1.0
100;332;-0.21153054221002057
101;101;1.0
102;102;1.0
103;103;1.0
104;45;-0.00108
104;104;1.0
104;482;-0.0013
104;645;-0.0026
104;651;-0.00405
105;40;-0.4285714285714285
105;105;1.0
106;3;-0.032859232
106;4;-0.032859232
106;17;-0.032859232
106;106;1.0
106;194;-0.032859232
106;228;-0.002774475
106;242;-0.002774475
106;278;-0.057503655
106;692;-0.002774475
107;107;1.0
