Time;Urban delivery, 3.5t;Regional delivery, 3.5t;Long haul, 3.5t;Urban delivery, 7.5t;Regional delivery, 8.5t;Long haul, 7.5t;Urban delivery, 18t;Regional delivery, 18t;Long haul, 18t;Urban delivery, 26t;Regional delivery, 26t;Long haul, 26t;Urban delivery, 40t;Regional delivery, 40t;Long haul, 40t;Urban delivery, 60t;Regional delivery, 60t;Long haul, 60t
2347;57.7;;85.0;56.1;;85.0;48.1;;85.0;42.1;;85.0;42.6;;83.7;0.0;;85.0
2348;57.7;;85.0;55.6;;85.0;49.1;;85.0;43.2;;85.0;44.4;;83.9;0.0;;85.0
2349;57.7;;85.0;55.2;;85.0;50.9;;85.0;44.4;;85.0;46.3;;84.1;0.0;;85.0
2350;57.7;;85.0;54.7;;85.0;52.7;;85.0;45.7;;85.0;47.6;;84.4;0.0;;85.0
2351;57.7;;85.0;54.2;;85.0;54.4;;85.0;47.0;;85.0;47.9;;84.6;0.0;;85.0
2352;57.7;;85.0;53.6;;85.0;55.0;;85.0;47.9;;85.0;47.9;;84.9;0.9;;85.0
2353;57.7;;85.0;52.9;;85.0;55.0;;85.0;48.0;;85.0;47.9;;85.0;3.7;;85.0
2354;57.7;;85.0;52.2;;85.0;55.0;;85.0;48.0;;85.0;47.9;;85.0;7.0;;85.0
2355;57.3;;85.0;51.9;;85.0;55.0;;85.0;48.0;;85.0;47.9;;85.0;8.6;;85.0
2356;56.3;;85.0;52.0;;85.0;55.0;;85.0;48.0;;85.0;47.9;;85.0;9.1;;85.0
2357;54.8;;85.0;52.0;;85.0;55.0;;85.0;48.0;;85.0;48.0;;85.0;10.4;;85.0
2358;53.4;;85.0;52.9;;85.0;55.0;;85.0;48.0;;85.0;48.8;;85.0;12.5;;85.0
2359;52.3;;85.0;54.9;;85.0;55.0;;85.0;48.0;;85.0;50.3;;85.0;14.0;;85.0
2360;52.0;;85.0;56.8;;85.0;55.0;;85.0;48.0;;85.0;51.9;;85.0;15.4;;85.0
2361;52.1;;85.0;57.9;;85.0;55.0;;85.0;48.0;;85.0;53.3;;85.0;17.0;;85.0
2362;53.4;;85.0;58.0;;85.0;55.0;;85.0;48.0;;85.0;54.5;;85.0;17.9;;85.0
2363;55.5;;85.0;58.0;;85.0;53.8;;85.0;48.0;;85.0;55.0;;85.0;19.9;;85.0
2364;57.3;;85.0;58.0;;85.0;51.0;;85.0;48.0;;85.0;55.0;;85.0;21.8;;85.0
2365;58.0;;85.0;58.0;;85.0;48.6;;85.0;46.7;;85.0;55.0;;85.0;22.5;;85.0
2366;58.0;;85.0;58.0;;85.0;48.0;;85.0;43.6;;85.0;55.0;;85.0;23.4;;85.0
2367;58.0;;85.0;58.0;;85.0;48.0;;85.0;40.1;;85.0;55.0;;85.0;25.2;;85.0
2368;58.0;;85.0;58.0;;85.0;47.8;;85.0;37.8;;85.0;55.0;;85.0;25.8;;85.0
2369;58.0;;85.0;58.0;;85.0;47.3;;85.0;36.8;;85.0;55.0;;85.0;25.9;;85.0
2370;58.0;;85.0;58.0;;85.0;47.2;;85.0;36.6;;85.0;55.0;;85.0;26.7;;85.0
2371;58.0;;85.0;58.0;;85.0;47.9;;85.0;37.3;;85.0;55.0;;85.0;27.8;;85.0
2372;58.0;;85.0;58.0;;85.0;48.6;;85.0;38.0;;85.0;55.0;;85.0;28.9;;85.0
2373;58.0;;85.0;58.0;;85.0;48.6;;85.0;38.7;;85.0;54.0;;85.0;29.8;;85.0
2374;58.0;;85.0;58.0;;85.0;48.3;;85.0;39.8;;85.0;51.3;;85.0;30.7;;85.0
2375;58.0;;85.0;58.0;;85.0;49.3;;85.0;41.0;;85.0;48.8;;85.0;31.5;;85.0
2376;58.0;;85.0;58.0;;85.0;51.0;;85.0;42.3;;85.0;48.0;;85.0;32.2;;85.0
2377;58.0;;85.0;58.0;;85.0;52.6;;85.0;43.8;;85.0;48.0;;85.0;32.8;;85.0
2378;58.0;;85.0;58.0;;85.0;54.2;;85.0;45.4;;85.0;48.2;;85.0;33.5;;85.0
2379;58.0;;85.0;58.0;;85.0;55.8;;85.0;46.9;;85.0;48.5;;85.0;34.1;;85.0
2380;58.0;;85.0;58.0;;85.0;57.1;;85.0;47.8;;85.0;48.6;;85.0;33.8;;85.0
2381;58.0;;85.0;58.0;;85.0;57.4;;85.0;47.9;;85.0;48.6;;85.0;33.2;;85.0
2382;58.0;;85.0;58.0;;85.0;56.8;;85.0;47.9;;85.0;49.0;;85.0;33.5;;85.0
2383;58.0;;85.0;58.0;;85.0;56.3;;85.0;47.9;;85.0;49.9;;85.0;34.0;;85.0
2384;58.0;;85.0;58.0;;85.0;55.8;;85.0;47.9;;85.0;50.8;;85.0;34.7;;85.0
2385;58.0;;85.0;58.0;;85.0;55.3;;85.0;47.9;;85.0;51.8;;85.0;35.4;;85.0
2386;58.0;;85.0;58.0;;85.0;55.0;;85.0;47.9;;85.0;52.9;;85.0;36.2;;85.0
2387;58.0;;85.0;58.0;;85.0;54.7;;85.0;47.9;;85.0;54.0;;85.0;37.0;;85.0
2388;58.0;;85.0;58.0;;85.0;54.4;;85.0;48.6;;85.0;54.6;;85.0;38.0;;85.0
2389;58.0;;85.0;58.0;;85.0;54.2;;85.0;50.0;;85.0;54.4;;85.0;38.9;;85.0
2390;58.0;;85.0;58.0;;85.0;54.0;;85.0;51.6;;85.0;54.0;;85.0;39.9;;85.0
2391;58.0;;85.0;58.0;;85.0;53.8;;85.0;53.3;;85.0;53.6;;85.0;41.0;;85.0
2392;58.0;;85.0;58.0;;85.0;53.5;;85.0;54.6;;85.0;53.3;;85.0;42.1;;85.0
2393;58.0;;85.0;58.0;;85.0;53.1;;85.0;55.0;;85.0;53.1;;85.0;43.4;;85.0
2394;58.0;;85.0;58.0;;85.0;52.6;;85.0;55.0;;85.0;52.8;;85.0;44.0;;85.0
2395;58.0;;85.0;58.0;;85.0;52.1;;85.0;55.0;;85.0;52.7;;85.0;44.5;;85.0
2396;58.0;;85.0;58.0;;85.0;51.9;;85.0;55.0;;85.0;52.6;;85.0;45.8;;85.0
2397;58.0;;85.0;58.0;;85.0;51.8;;85.0;55.0;;85.0;52.6;;85.0;47.1;;85.0
2398;58.0;;85.0;58.0;;85.0;51.5;;85.0;55.0;;84.9;52.6;;85.0;47.8;;85.0
2399;58.0;;85.0;56.9;;85.0;51.8;;85.0;55.0;;84.9;52.7;;85.0;48.0;;85.0
2400;58.0;;85.0;54.4;;85.0;52.5;;85.0;55.0;;84.9;52.8;;85.0;48.0;;85.0
2401;58.0;;85.0;51.2;;85.0;53.1;;85.0;55.0;;84.8;52.8;;85.0;48.0;;85.0
2402;57.8;;85.0;48.8;;85.0;53.9;;85.0;55.0;;84.8;52.9;;85.0;48.0;;85.0
2403;56.3;;85.0;48.0;;85.0;54.8;;85.0;54.2;;84.7;52.8;;85.0;48.0;;85.0
2404;53.5;;85.0;48.0;;85.0;55.8;;85.0;51.7;;84.6;52.7;;85.0;48.0;;85.0
2405;50.3;;85.0;48.2;;85.0;56.8;;85.0;49.0;;84.5;52.4;;85.0;48.0;;85.0
2406;48.3;;85.0;47.4;;85.0;57.7;;85.0;48.0;;84.3;52.1;;85.0;48.0;;85.0
2407;48.0;;85.0;46.2;;85.0;58.0;;85.0;48.0;;84.2;51.8;;85.0;48.0;;85.0
2408;48.1;;85.0;47.2;;85.0;58.0;;85.0;47.9;;84.0;51.8;;85.0;46.7;;85.0
2409;49.3;;85.0;49.6;;85.0;58.0;;85.0;47.5;;83.7;52.0;;85.0;43.6;;85.0
2410;51.6;;85.0;51.9;;85.0;58.0;;85.0;47.2;;83.4;52.4;;85.0;40.0;;85.0
2411;53.8;;85.0;54.1;;85.0;58.0;;85.0;47.4;;83.1;53.1;;85.0;37.8;;85.0
2412;55.9;;85.0;56.2;;85.0;58.0;;85.0;47.6;;82.7;53.9;;85.0;37.3;;85.0
2413;57.9;;85.0;58.1;;85.0;58.0;;85.0;47.2;;82.4;54.9;;85.0;37.6;;85.0
2414;59.8;;85.0;59.6;;85.0;58.0;;85.0;47.2;;82.1;55.9;;85.0;37.9;;85.0
2415;61.5;;85.0;59.6;;85.0;58.0;;85.0;47.9;;81.8;56.4;;85.0;38.1;;85.0
2416;62.4;;85.0;59.1;;85.0;58.0;;85.0;49.0;;81.5;57.1;;85.0;38.4;;85.0
2417;62.5;;85.0;60.0;;85.0;58.0;;85.0;50.1;;81.2;57.8;;85.0;39.1;;85.0
2418;62.5;;85.0;61.6;;85.0;58.0;;85.0;51.3;;80.9;58.0;;85.0;39.9;;85.0
2419;62.5;;85.0;62.4;;85.0;58.0;;85.0;52.4;;80.7;58.0;;85.0;40.9;;85.0
2420;62.5;;85.0;62.5;;85.0;58.0;;85.0;53.5;;80.4;58.0;;85.0;42.0;;85.0
2421;62.5;;85.0;62.5;;85.0;58.0;;85.0;54.7;;80.2;58.0;;85.0;43.3;;85.0
2422;62.5;;85.0;62.5;;85.0;58.0;;85.0;55.1;;79.9;58.0;;85.0;44.6;;85.0
2423;62.5;;85.0;62.5;;85.0;58.0;;85.0;54.7;;79.6;58.0;;85.0;46.0;;85.0
2424;62.5;;85.0;62.5;;85.0;58.0;;85.0;54.4;;79.4;58.0;;85.0;47.3;;85.0
2425;62.5;;85.0;62.2;;85.0;58.0;;85.0;54.1;;79.1;58.0;;85.0;47.8;;85.0
2426;62.5;;85.0;61.0;;85.0;58.0;;85.0;53.8;;78.9;57.8;;85.0;47.9;;85.0
2427;62.5;;85.0;59.1;;85.0;58.0;;85.0;53.6;;78.8;57.5;;85.0;47.9;;85.0
2428;61.9;;85.0;57.5;;85.0;58.0;;85.0;53.5;;78.6;57.6;;85.0;47.9;;85.0
2429;60.4;;85.0;56.9;;85.0;58.0;;85.0;53.5;;78.5;57.8;;85.0;47.9;;85.0
2430;58.5;;85.0;56.9;;85.0;58.0;;85.0;53.4;;78.3;57.8;;85.0;47.9;;85.0
2431;57.2;;85.0;56.9;;85.0;58.0;;85.0;53.4;;78.2;57.8;;85.0;48.4;;85.0
2432;56.9;;85.0;56.9;;85.0;58.0;;85.0;53.3;;78.0;58.0;;85.0;49.5;;85.0
2433;56.9;;85.0;56.9;;85.0;58.0;;85.0;53.2;;77.9;58.0;;85.0;51.0;;85.0
2434;56.9;;85.0;56.9;;85.0;58.0;;85.0;53.0;;77.8;58.0;;85.0;52.9;;85.0
2435;56.9;;85.0;56.9;;85.0;58.0;;85.0;52.6;;77.8;58.0;;85.0;54.4;;85.0
2436;56.9;;85.0;56.9;;85.0;58.0;;85.0;52.2;;77.8;58.0;;85.0;55.0;;85.0
2437;56.9;;85.0;56.9;;85.0;58.0;;85.0;52.0;;77.7;58.0;;85.0;55.0;;85.0
2438;56.9;;85.0;56.9;;85.0;58.0;;85.0;51.8;;77.8;58.0;;85.0;55.0;;85.0
2439;56.9;;85.0;56.8;;85.0;57.9;;85.0;51.6;;77.8;58.0;;85.0;55.0;;85.0
2440;56.9;;85.0;55.4;;85.0;57.2;;85.0;51.7;;77.9;58.0;;85.0;55.0;;85.0
2441;56.9;;85.0;52.4;;85.0;55.3;;85.0;52.1;;78.0;58.0;;85.0;55.0;;85.0
2442;56.4;;85.0;49.0;;85.0;52.4;;85.0;52.5;;78.1;58.0;;85.0;55.0;;85.0
2443;54.5;;85.0;45.4;;85.0;49.4;;85.0;53.0;;78.2;58.0;;85.0;55.0;;85.0
2444;51.3;;85.0;41.9;;85.0;47.0;;85.0;53.6;;78.3;58.0;;85.0;55.0;;85.0
2445;47.8;;85.0;38.3;;85.0;45.2;;85.0;54.3;;78.5;58.0;;85.0;55.0;;85.0
2446;44.3;;85.0;34.8;;85.0;43.9;;85.0;55.1;;78.6;58.0;;85.0;54.5;;85.0
2447;40.7;;85.0;31.2;;85.0;43.6;;85.0;55.8;;78.7;58.0;;85.0;52.4;;85.0
2448;37.2;;85.0;27.7;;85.0;43.2;;85.0;56.6;;78.8;58.0;;85.0;49.4;;85.0
2449;33.6;;85.0;24.1;;85.0;42.1;;85.0;57.2;;78.9;57.7;;85.0;48.0;;85.0
2450;30.1;;85.0;20.6;;85.0;41.6;;85.0;57.5;;79.0;56.9;;85.0;48.0;;85.0
2451;26.5;;85.0;17.0;;85.0;42.4;;85.0;57.4;;79.1;55.8;;85.0;48.0;;85.0
2452;22.9;;85.0;13.5;;85.0;44.0;;85.0;57.4;;79.2;53.8;;85.0;48.0;;85.0
2453;19.4;;85.0;9.9;;85.0;45.7;;85.0;57.8;;79.3;50.6;;85.0;47.9;;85.0
2454;15.8;;85.0;6.4;;85.0;47.4;;85.0;58.0;;79.4;47.9;;85.0;47.6;;85.0
2455;12.3;;85.0;3.0;;85.0;49.1;;85.0;58.0;;79.5;46.2;;85.0;47.6;;85.0
2456;8.7;;85.0;0.7;;85.0;50.8;;85.0;58.0;;79.5;45.3;;85.0;48.0;;85.0
2457;5.3;;85.0;0.0;;85.0;52.4;;85.0;58.0;;79.4;44.8;;85.0;48.5;;85.0
2458;1.9;;85.0;0.0;;85.0;53.8;;85.0;58.0;;79.4;44.0;;85.0;49.1;;85.0
2459;0.1;;85.0;0.0;;85.0;55.1;;85.0;58.0;;79.3;43.4;;85.0;49.7;;85.0
2460;0.0;;85.0;0.0;;85.0;56.3;;85.0;58.0;;79.3;43.8;;85.0;50.3;;85.0
2461;0.0;;85.0;0.0;;85.0;57.4;;85.0;58.0;;79.3;44.6;;85.0;51.1;;85.0
2462;0.0;;85.0;0.0;;85.0;58.3;;85.0;58.0;;79.4;45.7;;85.0;51.8;;85.0
2463;0.0;;85.0;0.0;;85.0;59.0;;85.0;58.0;;79.6;47.0;;85.0;52.1;;85.0
2464;0.0;;85.0;0.0;;85.0;59.6;;85.0;58.0;;79.9;48.3;;85.0;52.0;;85.0
2465;0.0;;85.0;0.0;;85.0;59.2;;85.0;58.0;;80.2;49.8;;85.0;52.0;;85.0
2466;0.0;;85.0;0.0;;85.0;58.0;;85.0;58.0;;80.6;51.2;;85.0;52.0;;85.0
2467;0.0;;85.0;0.0;;85.0;57.7;;85.0;58.0;;81.1;52.5;;85.0;52.0;;85.0
2468;0.0;;85.0;0.0;;85.0;58.0;;85.0;58.0;;81.6;53.8;;85.0;52.0;;85.0
2469;0.0;;85.0;0.0;;85.0;58.2;;85.0;58.0;;82.0;54.9;;85.0;52.0;;85.0
2470;0.0;;85.0;0.0;;85.0;58.3;;85.0;58.0;;82.5;55.9;;85.0;52.0;;85.0
2471;0.0;;85.0;0.0;;85.0;58.1;;85.0;58.0;;83.0;56.3;;85.0;52.0;;85.0
2472;0.0;;85.0;0.0;;85.0;57.1;;85.0;58.0;;83.4;56.1;;85.0;52.0;;85.0
2473;0.0;;85.0;0.0;;85.0;56.2;;85.0;58.0;;83.9;56.2;;85.0;52.0;;85.0
2474;0.0;;85.0;0.0;;85.0;55.9;;85.0;58.0;;84.3;56.6;;85.0;52.0;;85.0
2475;0.0;;85.0;0.0;;85.0;55.6;;85.0;58.0;;84.8;57.0;;85.0;52.0;;85.0
2476;0.0;;85.0;0.0;;85.0;55.4;;85.0;58.0;;85.0;57.4;;85.0;52.0;;85.0
2477;0.0;;85.0;0.0;;85.0;55.2;;85.0;58.0;;85.0;57.7;;85.0;52.0;;85.0
2478;0.0;;85.0;0.0;;85.0;55.2;;85.0;58.0;;85.0;57.9;;85.0;52.0;;85.0
2479;0.0;;85.0;0.0;;85.0;55.1;;85.0;58.0;;85.0;58.1;;85.0;52.0;;85.0
2480;0.0;;85.0;0.0;;85.0;55.0;;85.0;57.8;;85.0;58.1;;85.0;52.0;;85.0
2481;0.0;;85.0;0.0;;85.0;54.9;;85.0;57.1;;85.0;57.9;;85.0;51.9;;85.0
2482;0.0;;85.0;0.0;;85.0;54.6;;85.0;55.5;;85.0;57.3;;85.0;51.9;;85.0
2483;0.0;;85.0;0.0;;85.0;53.3;;85.0;52.8;;85.0;56.4;;85.0;52.0;;85.0
2484;0.0;;85.0;0.0;;85.0;51.0;;85.0;49.6;;85.0;55.8;;85.0;52.2;;85.0
2485;0.0;;85.0;0.0;;85.0;49.8;;85.0;47.4;;85.0;55.3;;85.0;52.6;;85.0
2486;0.0;;85.0;1.1;;85.0;49.3;;85.0;45.8;;85.0;54.9;;85.0;53.2;;85.0
2487;0.0;;85.0;4.0;;85.0;47.0;;85.0;44.3;;85.0;54.6;;85.0;53.8;;85.0
2488;0.0;;85.0;7.6;;85.0;43.4;;85.0;43.6;;85.0;54.3;;85.0;54.5;;85.0
2489;1.7;;85.0;11.2;;85.0;39.9;;85.0;43.7;;85.0;54.1;;85.0;54.9;;85.0
2490;5.1;;85.0;14.8;;85.0;36.3;;85.0;44.0;;85.0;53.9;;85.0;55.4;;85.0
2491;8.7;;85.0;15.8;;85.0;32.7;;85.0;44.5;;85.0;53.6;;85.0;56.4;;85.0
2492;12.3;;85.0;14.0;;85.0;29.1;;85.0;45.2;;85.0;53.2;;85.0;57.3;;85.0
2493;15.3;;85.0;13.8;;85.0;25.5;;85.0;46.1;;85.0;52.7;;85.0;57.9;;85.0
2494;15.3;;85.0;16.4;;85.0;21.9;;85.0;47.1;;85.0;52.1;;85.0;58.0;;85.0
2495;13.2;;85.0;19.9;;85.0;18.3;;85.0;48.2;;85.0;51.3;;85.0;58.0;;85.0
2496;14.1;;85.0;23.5;;85.0;14.8;;85.0;49.3;;85.0;50.2;;85.0;58.0;;85.0
2497;17.7;;85.0;27.1;;85.0;11.2;;85.0;50.4;;85.0;48.0;;85.0;58.0;;85.0
2498;21.3;;85.0;30.5;;85.0;7.6;;85.0;51.4;;85.0;44.7;;85.0;58.0;;85.0
2499;24.9;;85.0;32.5;;85.0;4.1;;85.0;52.3;;85.0;41.2;;85.0;58.0;;85.0
2500;27.5;;85.0;32.0;;85.0;1.2;;85.0;53.1;;85.0;37.7;;85.0;57.8;;85.0
2501;27.3;;85.0;31.7;;85.0;0.0;;85.0;53.8;;85.0;34.2;;85.0;57.4;;85.0
2502;26.2;;85.0;33.8;;85.0;0.0;;85.0;54.4;;85.0;30.8;;85.0;57.3;;85.0
2503;27.8;;85.0;36.9;;85.0;0.0;;85.0;54.9;;85.0;27.3;;85.0;57.5;;85.0
2504;31.2;;85.0;39.8;;85.0;0.0;;85.0;55.4;;85.0;23.8;;85.0;57.8;;85.0
2505;34.5;;85.0;42.6;;85.0;0.0;;85.0;55.7;;85.0;20.3;;85.0;57.8;;85.0
2506;37.5;;85.0;45.3;;85.0;0.0;;85.0;56.0;;85.0;16.8;;85.0;57.9;;85.0
2507;40.5;;85.0;47.6;;85.0;0.0;;85.0;56.3;;85.0;13.3;;85.0;58.0;;85.0
2508;43.2;;85.0;48.3;;85.0;0.0;;85.0;56.4;;85.0;9.9;;85.0;58.0;;85.0
2509;45.0;;85.0;47.9;;85.0;0.0;;85.0;56.5;;85.0;6.4;;85.0;58.0;;85.0
2510;44.9;;85.0;49.0;;85.0;0.0;;85.0;56.5;;85.0;3.1;;85.0;58.0;;85.0
2511;44.7;;85.0;51.1;;85.0;0.0;;85.0;56.3;;85.0;0.7;;85.0;58.0;;85.0
2512;46.2;;85.0;52.0;;85.0;0.0;;85.0;56.1;;85.0;0.0;;85.0;58.0;;85.0
2513;48.7;;85.0;52.0;;85.0;0.0;;85.0;55.7;;85.0;0.0;;85.0;58.0;;85.0
2514;50.9;;85.0;52.0;;85.0;0.0;;85.0;55.2;;85.0;0.0;;85.0;58.0;;85.0
2515;52.0;;85.0;52.0;;85.0;0.0;;85.0;54.6;;85.0;0.0;;85.0;58.0;;85.0
2516;52.0;;85.0;52.0;;85.0;0.0;;85.0;54.1;;85.0;0.0;;85.0;58.0;;85.0
2517;52.0;;85.0;52.0;;85.0;0.0;;85.0;53.6;;85.0;0.0;;85.0;58.0;;85.0
2518;52.0;;85.0;52.0;;85.0;0.0;;85.0;53.2;;85.0;0.0;;85.0;58.0;;84.9
2519;52.0;;85.0;52.6;;85.0;0.0;;85.0;52.8;;85.0;0.0;;85.0;58.0;;84.9
2520;52.0;;85.0;54.2;;85.0;0.0;;85.0;52.6;;85.0;0.0;;85.0;58.0;;84.8
2521;52.0;;85.0;56.3;;85.0;0.0;;85.0;52.3;;85.0;0.0;;85.0;58.0;;84.7
2522;52.3;;85.0;58.2;;85.0;0.0;;85.0;52.0;;85.0;0.0;;85.0;57.8;;84.6
2523;53.7;;85.0;60.1;;85.0;0.0;;85.0;51.6;;85.0;0.0;;85.0;57.3;;84.6
2524;55.8;;85.0;61.9;;85.0;0.0;;85.0;51.2;;85.0;0.0;;85.0;56.5;;84.5
2525;57.8;;85.0;63.7;;85.0;0.0;;85.0;50.6;;85.0;0.0;;85.0;55.6;;84.4
2526;59.7;;85.0;65.5;;85.0;0.0;;85.0;49.9;;85.0;0.0;;85.0;54.2;;84.2
2527;61.5;;85.0;67.3;;85.0;0.0;;85.0;49.1;;85.0;0.0;;85.0;51.6;;84.1
2528;63.3;;85.0;68.7;;85.0;0.0;;85.0;48.3;;85.0;0.0;;85.0;48.8;;83.9
2529;65.1;;85.0;69.3;;85.0;0.0;;85.0;46.5;;85.0;0.0;;85.0;46.9;;83.7
2530;66.9;;85.0;69.9;;85.0;0.3;;85.0;43.4;;85.0;0.0;;85.0;45.4;;83.5
2531;68.3;;85.0;70.7;;85.0;2.2;;85.0;39.9;;85.0;0.0;;85.0;44.4;;83.2
2532;68.7;;85.0;71.0;;85.0;5.0;;85.0;36.3;;85.0;0.0;;85.0;43.5;;82.8
2533;68.6;;85.0;71.0;;85.0;8.3;;85.0;32.8;;85.0;0.0;;85.0;42.6;;82.4
2534;69.7;;85.0;71.0;;85.0;10.8;;85.0;29.2;;85.0;0.0;;85.0;42.1;;82.0
2535;70.8;;85.0;71.0;;85.0;10.3;;85.0;25.7;;85.0;0.0;;85.0;42.2;;81.7
2536;71.0;;85.0;71.0;;85.0;8.8;;85.0;22.1;;85.0;0.0;;85.0;42.6;;81.3
2537;71.0;;85.0;70.9;;85.0;9.3;;85.0;18.6;;85.0;0.0;;85.0;43.3;;81.0
2538;71.0;;85.0;69.9;;85.0;11.3;;85.0;15.0;;85.0;0.0;;85.0;44.1;;80.6
2539;71.0;;85.0;68.2;;85.0;14.1;;85.0;11.5;;85.0;0.0;;85.0;44.9;;80.3
2540;71.0;;85.0;67.2;;85.0;17.2;;85.0;7.9;;85.0;0.0;;85.0;45.9;;79.9
2541;70.5;;85.0;67.0;;85.0;20.2;;85.0;4.5;;85.0;1.0;;85.0;46.8;;79.6
2542;69.0;;85.0;67.0;;85.0;21.7;;85.0;1.4;;85.0;3.8;;85.0;47.6;;79.2
2543;67.6;;85.0;67.0;;85.0;20.9;;85.0;0.0;;85.0;7.0;;85.0;48.4;;78.9
2544;67.0;;85.0;67.0;;85.0;20.2;;85.0;0.0;;85.0;7.3;;85.0;49.2;;78.6
2545;67.0;;85.0;67.0;;85.0;21.3;;85.0;0.0;;85.0;8.2;;85.0;49.8;;78.3
2546;67.0;;85.0;67.0;;85.0;23.2;;85.0;0.0;;85.0;9.7;;85.0;50.4;;77.9
2547;67.0;;85.0;67.0;;85.0;25.3;;85.0;0.0;;85.0;10.2;;85.0;50.8;;77.6
2548;67.0;;85.0;67.0;;85.0;27.4;;85.0;0.0;;85.0;12.0;;85.0;51.2;;77.3
2549;67.0;;85.0;67.0;;85.0;29.6;;85.0;0.0;;85.0;12.5;;85.0;51.5;;77.1
2550;67.0;;85.0;67.0;;85.0;31.7;;85.0;0.0;;85.0;13.5;;85.0;51.8;;76.9
2551;67.0;;85.0;67.0;;85.0;33.8;;85.0;0.0;;85.0;16.4;;85.0;52.0;;76.7
2552;67.0;;85.0;67.0;;85.0;35.8;;85.0;0.0;;85.0;17.3;;85.0;52.2;;76.4
2553;67.0;;85.0;67.0;;85.0;37.5;;85.0;0.0;;85.0;17.4;;85.0;52.3;;76.2
2554;67.0;;85.0;67.0;;85.0;37.8;;85.0;0.0;;85.0;19.3;;85.0;52.2;;76.0
2555;67.0;;85.0;67.0;;85.0;37.3;;85.0;0.0;;85.0;20.9;;85.0;52.1;;75.8
2556;67.0;;85.0;67.0;;85.0;38.0;;85.0;0.0;;85.0;21.0;;85.0;51.9;;75.6
2557;67.0;;85.0;67.0;;85.0;39.9;;85.0;0.0;;85.0;21.6;;85.0;51.6;;75.5
2558;67.0;;85.0;67.0;;85.0;41.9;;85.0;0.0;;85.0;23.6;;85.0;51.2;;75.4
2559;67.0;;85.0;67.0;;85.0;44.0;;85.0;0.0;;85.0;25.0;;85.0;50.7;;75.3
2560;67.0;;85.0;67.0;;85.0;46.1;;85.0;0.0;;85.0;25.1;;85.0;50.1;;75.2
2561;67.0;;85.0;67.0;;85.0;48.2;;85.0;0.0;;85.0;25.6;;85.0;49.4;;75.2
2562;67.0;;85.0;67.0;;85.0;50.2;;85.0;0.0;;85.0;27.2;;85.0;48.8;;75.2
2563;67.0;;85.0;67.0;;85.0;51.4;;85.0;0.0;;85.0;29.1;;85.0;48.2;;75.2
2564;67.0;;85.0;67.0;;85.0;51.6;;85.0;0.0;;85.0;31.0;;85.0;47.7;;75.2
2565;67.0;;85.0;67.0;;85.0;51.8;;85.0;0.0;;85.0;32.9;;85.0;47.3;;75.3
2566;67.0;;85.0;67.0;;85.0;52.0;;85.0;0.0;;85.0;33.5;;85.0;46.9;;75.3
2567;67.0;;85.0;67.0;;85.0;52.0;;85.0;0.0;;85.0;33.7;;85.0;46.5;;75.4
2568;67.0;;85.0;67.0;;85.0;52.1;;85.0;0.0;;85.0;35.1;;85.0;46.2;;75.4
2569;67.0;;85.0;67.0;;85.0;53.0;;85.0;0.0;;85.0;37.0;;85.0;45.7;;75.5
2570;67.0;;85.0;67.0;;85.0;54.7;;85.0;0.0;;85.0;38.9;;85.0;45.2;;75.5
2571;67.0;;85.0;67.0;;85.0;56.4;;85.0;0.0;;85.0;40.9;;85.0;44.5;;75.6
2572;67.0;;85.0;67.0;;85.0;58.3;;85.0;0.1;;85.0;42.9;;85.0;43.7;;75.6
2573;67.0;;85.0;67.0;;85.0;60.1;;85.0;0.6;;85.0;43.8;;85.0;42.9;;75.7
2574;67.0;;85.0;67.0;;85.0;61.9;;85.0;1.9;;85.0;44.5;;85.0;41.9;;75.7
2575;67.0;;85.0;67.0;;85.0;63.7;;85.0;3.4;;85.0;46.0;;85.0;40.8;;75.8
2576;67.0;;85.0;67.0;;85.0;65.5;;85.0;5.0;;85.0;47.8;;85.0;39.7;;75.8
2577;67.0;;85.0;67.0;;85.0;67.3;;85.0;7.2;;85.0;49.6;;85.0;38.6;;75.9
2578;67.0;;85.0;67.0;;85.0;69.1;;85.0;10.0;;85.0;51.2;;85.0;37.5;;75.9
2579;67.0;;85.0;67.0;;85.0;70.3;;85.0;11.2;;85.0;52.0;;85.0;36.0;;75.8
2580;67.0;;85.0;67.0;;85.0;70.7;;85.0;9.8;;85.0;52.0;;85.0;34.2;;75.8
2581;67.0;;85.0;67.0;;85.0;70.9;;85.0;9.1;;85.0;52.1;;85.0;32.0;;75.7
2582;67.0;;85.0;67.0;;85.0;71.0;;85.0;10.1;;85.0;52.5;;85.0;28.8;;75.5
2583;67.0;;85.0;67.0;;85.0;71.0;;85.0;11.4;;85.0;53.3;;85.0;25.3;;75.5
2584;67.0;;85.0;67.0;;85.0;71.0;;85.0;13.1;;85.0;54.1;;85.0;21.8;;75.4
2585;67.0;;84.2;67.0;;85.0;71.0;;85.0;15.0;;85.0;55.1;;85.0;18.2;;75.4
2586;67.0;;82.4;67.0;;85.0;70.6;;85.0;16.9;;85.0;55.9;;85.0;14.7;;75.4
2587;67.0;;80.6;67.0;;85.0;69.5;;85.0;18.8;;85.0;56.8;;85.0;11.1;;75.5
2588;67.0;;78.8;67.0;;85.0;68.4;;85.0;20.5;;85.0;58.4;;85.0;7.6;;75.7
